1742872745.338127070,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872745.529497826,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872745.727559681,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872745.928595394,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872746.138204598,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872746.339498647,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872746.533957304,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872746.745174688,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872746.934845346,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872747.132742199,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872747.348688957,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872747.548720161,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872747.752264980,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872747.950249792,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872748.129909907,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872748.337168632,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872748.528497221,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872748.732338916,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872748.927961209,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872749.139920890,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872749.339907761,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872749.527673028,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872749.730320047,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872749.938316362,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872750.128013562,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872750.335561831,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872750.553700523,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872750.741474791,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872750.931113699,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872751.127435414,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872751.343499630,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872751.539042838,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872751.729126292,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872751.953464079,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872752.158148532,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872752.329022488,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872752.540229330,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
